QUARTER,CARRIER,ORIGIN,DEST,DEP_DELAY,ARR_DELAY,FLIGHT_TIME,CANCELLED
4,DL,IAH,ATL,10.512,2.382,113.508,0
4,DL,IAH,DTW,-5.5,-11.5,160.75,0
4,DL,IAH,MSP,0.1,-8.8,160.6,0
4,DL,IAH,SLC,11.14,-4.535,186.581,0
4,DL,JFK,ATL,9.187,-3.402,147.958,0.002
4,DL,JFK,BOS,11.674,6.373,74.169,0
4,DL,JFK,DEN,11.027,0.912,266.885,0
4,DL,JFK,DTW,3.567,-2.311,124.622,0
4,DL,JFK,FLL,6.424,-6.362,179.059,0
4,DL,JFK,HNL,13.818,-18.545,672.636,0
4,DL,JFK,LAS,4.99,-6.22,339.543,0
4,DL,JFK,LAX,8.297,-8.157,375.417,0.001
4,DL,JFK,MCO,7.242,-3.237,168.058,0
4,DL,JFK,MIA,7.659,-3.328,185.396,0
4,DL,JFK,MSP,6.068,-2.593,184.911,0
4,DL,JFK,ORD,2.708,-19.75,158.292,0
4,DL,JFK,PDX,13.99,-1.52,369.657,0
4,DL,JFK,PHX,1.795,-8.227,331.519,0
4,DL,JFK,SAN,3.568,-8.132,361.797,0
4,DL,JFK,SEA,6.356,-6.523,366.335,0.003
4,DL,JFK,SFO,8.516,-1.476,387.02,0.002
4,DL,JFK,SLC,5.373,-5.899,312.329,0
4,DL,JFK,TPA,10.71,-5.5,171.044,0.004
4,DL,LAS,ATL,6.335,-2.569,219.085,0
4,DL,LAS,DTW,3.993,-4.247,225.471,0
4,DL,LAS,JFK,5.677,-4.241,283.853,0
4,DL,LAS,LAX,11.026,9.58,73.736,0
4,DL,LAS,MSP,3.092,-5.221,177.603,0
4,DL,LAS,SEA,18.863,11.938,158.123,0
4,DL,LAS,SLC,2.914,0.943,78.11,0
4,DL,LAX,ATL,10.145,2.015,242.713,0
4,DL,LAX,BOS,2.941,-7.007,320.914,0
4,DL,LAX,DTW,10.053,-0.007,254.872,0
4,DL,LAX,HNL,13.806,6.642,343.346,0
4,DL,LAX,JFK,8.799,-4.411,310.595,0.001
4,DL,LAX,LAS,15.311,13.875,69.092,0
4,DL,LAX,MCO,11.978,6.693,272.789,0
4,DL,LAX,MIA,11.042,5.323,283.365,0
4,DL,LAX,MSP,5.414,-3.354,204.726,0.002
4,DL,LAX,PDX,14.105,9.033,143.312,0
4,DL,LAX,PHX,13.132,9.967,79.626,0
4,DL,LAX,SEA,7.952,3.099,164.262,0
4,DL,LAX,SFO,18.146,20.468,86.157,0.006
4,DL,LAX,SLC,5.94,1.14,105.393,0
4,DL,LAX,TPA,17.489,11.404,260.564,0
4,DL,LGA,ATL,8.195,-7.821,150.89,0.001
4,DL,LGA,BOS,9.569,1.213,71.794,0.002
4,DL,LGA,DEN,2.806,-14.417,265.667,0
4,DL,LGA,DFW,5.333,-17.5,246.833,0
4,DL,LGA,DTW,6.197,-6.138,115.737,0.001
4,DL,LGA,FLL,7.401,-11.035,181.326,0.004
4,DL,LGA,MCO,8.735,-7.536,169.079,0
4,DL,LGA,MIA,9.061,-9.902,187.507,0.002
4,DL,LGA,MSP,8.499,-4.506,181.535,0.002
4,DL,LGA,TPA,7.102,-9.275,176.133,0.003
4,DL,MCO,ATL,3.046,-3.43,89.087,0.001
4,DL,MCO,BOS,6.705,-1.92,163.509,0
4,DL,MCO,DTW,2.706,-4.039,149.508,0
4,DL,MCO,JFK,13.378,7.574,150.584,0.002
4,DL,MCO,LAX,8.893,-0.684,325.182,0
4,DL,MCO,LGA,5.917,-1.978,149.278,0
4,DL,MCO,MIA,8.935,2.548,57.613,0
4,DL,MCO,MSP,3.945,-6.333,197.639,0
4,DL,MCO,SEA,8.385,-9.846,370.769,0
4,DL,MCO,SLC,0.685,-9.661,283.108,0.004
4,DL,MDW,ATL,6.558,-2.633,106.377,0
4,DL,MDW,DTW,3.8,-0.4,66.8,0
4,DL,MDW,MSP,-1.8,-15.6,79.2,0
4,DL,MIA,ATL,7.031,0.222,113.253,0.001
4,DL,MIA,DTW,4.495,-3.692,178.611,0.005
4,DL,MIA,JFK,16.794,10.049,172.545,0
4,DL,MIA,LAX,0.719,-5.76,346.5,0
4,DL,MIA,LGA,8.421,-3.084,172.596,0.002
4,DL,MIA,MCO,6.774,4.032,66.258,0
4,DL,MIA,MSP,8.942,-9.311,221.757,0
4,DL,MIA,SLC,-4,-15,299,0
4,DL,MSP,ATL,3.494,-3.596,142.931,0
4,DL,MSP,BOS,5.484,-5.907,157.089,0
4,DL,MSP,BWI,4.241,-5.013,141.099,0.004
4,DL,MSP,CLT,5.957,-2.507,143.325,0
4,DL,MSP,DCA,5.548,0.074,138.483,0
4,DL,MSP,DEN,4.489,-1.562,124.535,0.002
4,DL,MSP,DFW,1.643,-13.679,142.821,0
4,DL,MSP,DTW,4.298,2.474,97.946,0
4,DL,MSP,EWR,10.994,1.962,151.519,0
4,DL,MSP,FLL,3.49,-1.479,209.948,0
4,DL,MSP,HNL,2.298,-11.83,523.213,0
4,DL,MSP,IAD,1.991,-9.38,133.037,0
4,DL,MSP,IAH,5.182,-6.273,163.727,0
4,DL,MSP,JFK,4.807,-5.013,157.674,0
4,DL,MSP,LAS,4.384,-4.994,197.861,0
4,DL,MSP,LAX,6.844,-0.734,236.196,0.002
4,DL,MSP,LGA,6.822,-1.983,154.641,0.002
4,DL,MSP,MCO,3.098,1.291,191.543,0
4,DL,MSP,MDW,2.143,-6.429,88.143,0
4,DL,MSP,MIA,2.913,-5.709,210.272,0
4,DL,MSP,ORD,6.053,2.031,85.295,0.002
4,DL,MSP,PDX,5.16,-4.938,216.143,0
4,DL,MSP,PHL,6.188,-4.365,143.685,0
4,DL,MSP,PHX,3.246,-4.863,196.871,0
4,DL,MSP,SAN,3.025,-7.365,225.426,0
4,DL,MSP,SEA,2.977,-4.964,218.473,0
4,DL,MSP,SFO,8.612,-0.401,241.938,0
4,DL,MSP,SLC,3.714,-2.912,164.2,0
4,DL,MSP,TPA,0.071,-3.829,186.633,0
4,DL,ORD,ATL,11.839,4.549,112.622,0.003
4,DL,ORD,DTW,8.533,2.467,75.695,0
4,DL,ORD,JFK,4.083,13.25,146.917,0
4,DL,ORD,MSP,11.99,7.78,87.189,0.002
4,DL,ORD,SLC,11.412,-3.639,200.186,0
4,DL,PDX,ATL,6.555,0.816,264.985,0
4,DL,PDX,DTW,2.534,0.411,241.603,0
4,DL,PDX,HNL,2,-14.769,356.231,0
4,DL,PDX,JFK,2.02,-9.598,304.059,0
4,DL,PDX,LAX,10.442,5.281,139.871,0
4,DL,PDX,MSP,6.827,0.987,188.745,0
4,DL,PDX,SEA,-2.435,-6.478,55.652,0
4,DL,PDX,SLC,4.262,1.433,101.296,0
4,DL,PHL,ATL,8.246,-4.519,127.967,0.002
4,DL,PHL,DTW,6.093,-1.276,99.959,0
4,DL,PHL,MSP,10.097,0.469,167.085,0
4,DL,PHL,SLC,7.523,-4.886,291.591,0.011
4,DL,PHX,ATL,1.04,-7.12,202.92,0
4,DL,PHX,DTW,2.377,-8.51,215.6,0
4,DL,PHX,JFK,11.565,-0.25,271.261,0
4,DL,PHX,LAX,-0.758,-8.319,84.835,0
4,DL,PHX,MSP,3.047,-7.681,177.395,0.002
4,DL,PHX,SEA,3.821,-6.122,185.854,0
4,DL,PHX,SLC,2.291,-4.306,92.754,0
4,DL,SAN,ATL,1.277,-7.754,237.67,0
4,DL,SAN,DTW,2.48,-9,251.428,0
4,DL,SAN,JFK,8.628,-5.619,308.835,0
4,DL,SAN,MSP,8.049,-4.415,210.398,0
4,DL,SAN,SEA,0.211,-14.211,174.263,0
4,DL,SAN,SLC,2.357,-3.245,109.549,0
4,DL,SEA,ATL,4.934,-1.836,273.781,0
4,DL,SEA,DTW,5.459,1.636,247.428,0
4,DL,SEA,HNL,5.381,1.171,368.543,0
4,DL,SEA,JFK,7.446,0.356,307.395,0.003
4,DL,SEA,LAS,5.49,5.091,145.517,0
4,DL,SEA,LAX,9.587,2.138,157.454,0
4,DL,SEA,MCO,3.769,1.385,320.615,0
4,DL,SEA,MSP,4.32,0.355,189.745,0
4,DL,SEA,PDX,20.043,22.391,57.696,0
4,DL,SEA,PHX,9.532,7.315,165.774,0
4,DL,SEA,SAN,7.421,-6.947,157.947,0
4,DL,SEA,SFO,-4,-18,120,0
4,DL,SEA,SLC,4.576,3.131,113.658,0
4,DL,SFO,ATL,6.776,-3.977,263.648,0
4,DL,SFO,DTW,5.099,-2.951,265.637,0
4,DL,SFO,HNL,11.385,-12.769,322.846,0
4,DL,SFO,JFK,8.619,-3.488,320.242,0.002
4,DL,SFO,LAX,19.897,21.89,87.105,0.006
4,DL,SFO,MSP,3.585,-4.816,209.435,0
4,DL,SFO,SEA,-6,-20,114,0
4,DL,SFO,SLC,7.2,2.529,104.297,0
4,DL,SLC,ATL,3.177,0.076,210.845,0
4,DL,SLC,BOS,4.154,-5.275,262.658,0
4,DL,SLC,BWI,3.096,-6.459,239.032,0
4,DL,SLC,CLT,6.702,1.417,226.143,0
4,DL,SLC,DCA,3.287,-1.928,232.832,0
4,DL,SLC,DEN,5,1.124,83.612,0
4,DL,SLC,DFW,2.764,-0.451,151.709,0
4,DL,SLC,DTW,3.766,-4.463,200.454,0
4,DL,SLC,EWR,4.411,-5.233,255.342,0
4,DL,SLC,HNL,0.385,-13.077,395.308,0.011
4,DL,SLC,IAH,8.182,1.773,170.068,0
4,DL,SLC,JFK,5.085,-1.995,257.521,0
4,DL,SLC,LAS,2.723,1.226,81.124,0
4,DL,SLC,LAX,5.798,2.339,118.364,0
4,DL,SLC,MCO,2.75,-1.083,247.873,0
4,DL,SLC,MIA,-10,17,282,0
4,DL,SLC,MSP,3.705,-3.204,145.712,0
4,DL,SLC,ORD,6.837,3.122,187.622,0
4,DL,SLC,PDX,3.719,0.225,116.255,0
4,DL,SLC,PHL,3.584,-0.854,247.348,0
4,DL,SLC,PHX,1.989,-1.337,95.06,0
4,DL,SLC,SAN,2.96,-0.946,109.248,0
4,DL,SLC,SEA,3.244,1.429,129.309,0
4,DL,SLC,SFO,5.892,4.873,122.172,0
4,DL,SLC,TPA,6,45,276,0
4,DL,TPA,ATL,4.326,-2.179,88.136,0
4,DL,TPA,DTW,2.72,-5.241,150.327,0
4,DL,TPA,JFK,8.821,2.151,155.502,0.004
4,DL,TPA,LAX,8.484,1.726,319.137,0
4,DL,TPA,LGA,6.821,-1.932,154.043,0.003
4,DL,TPA,MSP,1.925,-11.463,192.688,0
4,DL,TPA,SLC,-6,-19,271,0
4,EV,ATL,CLT,0,-1.333,69.667,0
4,EV,ATL,DCA,20,15,97.333,0
4,EV,ATL,EWR,10.414,0.172,131.069,0
4,EV,ATL,IAD,15.125,14.75,101.563,0
4,EV,ATL,IAH,10.338,7.192,128.245,0.013
4,EV,ATL,MDW,24.083,11.167,111.083,0.077
4,EV,ATL,ORD,22.629,20.2,124.829,0
4,EV,BOS,DTW,-7,-2,137,0
4,EV,BOS,EWR,1.787,-11.064,78.404,0
4,EV,BOS,MSP,8,1,208,0
4,EV,BWI,DTW,16.3,9.6,91.9,0.091
4,EV,BWI,EWR,14.531,15.019,71.213,0.03
4,EV,BWI,IAH,-8.4,-0.2,218.8,0
4,EV,BWI,ORD,-2.765,-10.882,130,0
4,EV,CLT,ATL,-4.167,-7.5,83,0
4,EV,CLT,DTW,9.107,-0.512,100.595,0.034
4,EV,CLT,EWR,9.678,11.6,114.791,0.017
4,EV,CLT,IAH,18.483,10.833,163.05,0
4,EV,CLT,LGA,14.945,14.668,114.126,0.029
4,EV,CLT,MSP,-5,-3.5,175.5,0
4,EV,CLT,ORD,34.917,28.25,122.333,0
4,EV,DCA,ATL,8,-10.75,106.25,0
4,EV,DCA,DTW,125,109,90.5,0.333
4,EV,DCA,EWR,9.836,10.723,73.922,0.057
4,EV,DFW,DTW,9.125,10.594,163.313,0
4,EV,DFW,IAH,-2.067,-1.067,74.067,0.063
4,EV,DTW,BOS,-7,-18,105,0
4,EV,DTW,BWI,16.4,9.7,83.3,0.091
4,EV,DTW,CLT,8.349,3.108,103.614,0.035
4,EV,DTW,DCA,19.333,18.667,88.333,0.25
4,EV,DTW,DFW,14,8.935,173.032,0
4,EV,DTW,EWR,4.526,-2.825,98.199,0
4,EV,DTW,IAD,8.486,3.65,86.15,0
4,EV,DTW,IAH,8.91,-0.098,177.598,0.016
4,EV,DTW,LGA,-5,-12.5,102,0
4,EV,DTW,MDW,9.108,4.039,71.613,0.014
4,EV,DTW,ORD,14.64,6.78,76.14,0.057
4,EV,DTW,PHL,7.231,13.385,112.923,0
4,EV,EWR,ATL,12.314,-4.229,143.771,0
4,EV,EWR,BOS,0.426,-10.681,61.681,0
4,EV,EWR,BWI,13.172,12.209,66.037,0.036
4,EV,EWR,CLT,8.521,0.868,113.587,0.024
4,EV,EWR,DCA,12.467,9.307,71.884,0.05
4,EV,EWR,DTW,1.836,-5.625,110.695,0
4,EV,EWR,IAD,8.19,5.857,77.714,0
4,EV,EWR,MSP,5.8,3.886,189.143,0.054
4,EV,IAD,ATL,16.375,20.688,113.563,0
4,EV,IAD,DTW,10.614,3.121,92.429,0.007
4,EV,IAD,EWR,4.048,6.667,73.571,0
4,EV,IAD,IAH,15,14,213,0
4,EV,IAD,MSP,31.2,16.2,148.2,0
4,EV,IAD,ORD,-6.333,1.667,129,0
4,EV,IAD,TPA,-1,-10,138,0
4,EV,IAH,ATL,15.774,17.51,117.774,0.006
4,EV,IAH,BWI,-1,-11,177,0
4,EV,IAH,CLT,-0.481,-2.077,150.115,0
4,EV,IAH,DFW,4,8.75,81.375,0
4,EV,IAH,DTW,15.283,8.952,160.993,0
4,EV,IAH,IAD,-3.333,-9.333,173,0
4,EV,IAH,MSP,16.389,6.306,161.944,0
4,EV,IAH,SLC,-4.667,-5.667,203,0
4,EV,LGA,CLT,15.302,7.283,127.815,0.014
4,EV,LGA,MSP,-1.667,-8,200.667,0
4,EV,MCO,IAH,-1,-8,160,0
4,EV,MCO,LGA,-2,2,150,0
4,EV,MDW,ATL,20.5,20.75,116.25,0.077
4,EV,MDW,DTW,2.828,-1.206,68.074,0.014
4,EV,MDW,MSP,11.015,7.103,88.588,0.029
4,EV,MSP,CLT,-4.5,-11.5,158.5,0
4,EV,MSP,DFW,23.5,9.5,155,0
4,EV,MSP,EWR,19.525,6.65,155.725,0.07
4,EV,MSP,IAD,34.4,26,144.2,0
4,EV,MSP,IAH,12.5,5.875,178.583,0
4,EV,MSP,MDW,14.388,11.731,94.806,0.029
4,EV,MSP,ORD,10.459,3.405,89.486,0.026
4,EV,ORD,ATL,14.4,7.533,115.267,0.032
4,EV,ORD,BWI,1.059,-4.765,111.941,0
4,EV,ORD,CLT,12.333,6.533,113.133,0
4,EV,ORD,DTW,15.423,6.563,71.352,0.053
4,EV,ORD,IAD,-5,-6.25,113.75,0
4,EV,ORD,MSP,16.688,10.969,88.031,0.059
4,EV,ORD,PHL,12.333,0.167,113.833,0.077
4,EV,PHL,DTW,23.583,21.667,106.583,0
4,EV,PHL,MSP,5,12,185,0
4,EV,PHL,ORD,-0.417,-9.833,139,0.077
4,EV,SLC,IAH,-4,-11.667,176.333,0
4,F9,ATL,DEN,23.903,14.348,197.329,0.005
4,F9,ATL,IAD,20.087,17.478,101.522,0.011
4,F9,ATL,LAS,17.77,11.149,270.563,0.011
4,F9,ATL,LAX,17.198,4.989,293.824,0
4,F9,ATL,LGA,14.115,11.069,127.701,0
4,F9,ATL,MCO,15.033,19.674,88.989,0
4,F9,ATL,MIA,15.065,9.185,110.011,0
4,F9,ATL,MSP,11.441,-0.265,155.206,0
4,F9,ATL,ORD,7.367,11.3,129.933,0.011
4,F9,ATL,PHL,11.366,5.151,118.086,0
4,F9,CLT,PHL,9.398,19.148,104.148,0
4,F9,DCA,DEN,4.638,-0.6,237.708,0
4,F9,DEN,ATL,14.667,11.376,167.876,0
4,F9,DEN,DCA,7.343,2.937,192.806,0
4,F9,DEN,DFW,11.14,9.58,111.906,0
4,F9,DEN,DTW,4.022,1.098,158.37,0
4,F9,DEN,IAH,6.358,9.653,141.11,0
4,F9,DEN,LAS,11.215,8.902,112.951,0.002
4,F9,DEN,LAX,10.534,9.206,146.895,0.008
4,F9,DEN,LGA,10.417,4.792,220.375,0
4,F9,DEN,MCO,9.78,7.489,207.097,0.004
4,F9,DEN,MIA,8.279,5.507,223.086,0
4,F9,DEN,MSP,10.151,6.086,111.043,0.004
4,F9,DEN,ORD,11.711,14.492,146.652,0.011
4,F9,DEN,PDX,9.391,1.875,159.831,0
4,F9,DEN,PHX,6.315,7.63,114.337,0.011
4,F9,DEN,SAN,5.432,0.39,136.498,0.009
4,F9,DEN,SEA,5.871,-0.352,171.143,0.009
4,F9,DEN,SFO,24.244,21.533,158.327,0.003
4,F9,DEN,SLC,9.065,5.479,83.383,0.008
4,F9,DEN,TPA,6.805,5.735,198.15,0
4,F9,DFW,DEN,11.267,9.702,124.832,0
4,F9,DTW,DEN,3.559,1.43,188.774,0
4,F9,DTW,IAD,-3.571,-9.929,83.643,0
4,F9,DTW,MCO,-5.415,-14.78,154.537,0
4,F9,IAD,ATL,12.152,9.902,115.261,0
4,F9,IAD,DTW,-1.357,-11.214,85.143,0
4,F9,IAD,LAS,13.783,9.609,300.826,0
4,F9,IAD,MCO,12.5,5.609,136.391,0.011
4,F9,IAD,MIA,0.542,-6.625,152.833,0
4,F9,IAD,MSP,9.214,14.643,165.429,0
4,F9,IAD,ORD,-2.882,-9.824,118.059,0
4,F9,IAH,DEN,17.082,12.789,145.064,0
4,F9,IAH,LAS,10.368,-2.735,194.25,0
4,F9,IAH,MCO,18.846,24.538,140.692,0
4,F9,IAH,PHL,19.438,16.067,190.787,0
4,F9,IAH,PHX,10.083,8.604,168.521,0
4,F9,IAH,SFO,-1.141,-6.641,254.076,0
4,F9,LAS,ATL,15.23,16.207,227.069,0.022
4,F9,LAS,DEN,9.554,9.847,109.723,0.002
4,F9,LAS,IAD,5.348,-8.217,259.435,0
4,F9,LAS,IAH,6.912,5.853,178.574,0
4,F9,LAS,MCO,10.91,9.658,255.516,0
4,F9,LAS,MIA,5.456,-0.294,262.265,0.014
4,F9,LAS,ORD,8.799,-3.208,204.516,0.006
4,F9,LAS,SFO,31.632,34.029,99.75,0
4,F9,LAX,ATL,2.831,4.618,253.236,0
4,F9,LAX,DEN,13.214,10.734,133.883,0.008
4,F9,LAX,MCO,2.676,-10.147,269.529,0
4,F9,LAX,ORD,18.709,22.779,245.349,0.011
4,F9,LGA,ATL,21.045,10.557,155.591,0
4,F9,LGA,DEN,16.05,-14.45,241.5,0
4,F9,LGA,MIA,18.14,7.767,191.64,0.011
4,F9,MCO,ATL,13.522,14.326,95.587,0
4,F9,MCO,DEN,17.722,6.678,238.925,0.004
4,F9,MCO,DTW,-5.585,-11.293,156.122,0
4,F9,MCO,IAD,6.089,4.9,124.1,0
4,F9,MCO,IAH,21,22.077,156.077,0
4,F9,MCO,LAS,5.95,-4.252,303.384,0
4,F9,MCO,LAX,10.5,6,331.338,0
4,F9,MCO,ORD,2.479,3.62,178.196,0.012
4,F9,MCO,PHL,11.066,15.612,146.149,0
4,F9,MIA,ATL,15.902,9.598,116.022,0
4,F9,MIA,DEN,19.333,19.163,266.411,0.007
4,F9,MIA,IAD,-4.083,-0.417,153.667,0
4,F9,MIA,LAS,3.731,-8.507,318.507,0.015
4,F9,MIA,LGA,17.58,12.864,176.364,0
4,F9,MIA,ORD,2.573,-6.225,193.933,0.022
4,F9,MIA,PHL,-0.557,-0.875,164.682,0
4,F9,MSP,ATL,6.176,5.676,149.088,0
4,F9,MSP,DEN,10.332,10.205,131.473,0.004
4,F9,MSP,IAD,33.429,25.571,142.143,0
4,F9,MSP,PHL,7.021,6.875,150.688,0
4,F9,ORD,ATL,43.438,37.191,115.36,0.011
4,F9,ORD,DEN,11.674,10.316,162.813,0.016
4,F9,ORD,IAD,6.824,8.118,111.294,0
4,F9,ORD,LAS,13.259,8.911,237.481,0.013
4,F9,ORD,LAX,11.27,12.079,271.663,0.011
4,F9,ORD,MCO,14.218,11.855,160.261,0.012
4,F9,ORD,MIA,9.681,-3.088,182.121,0.011
4,F9,ORD,PHL,38.198,32.802,119.22,0.011
4,F9,ORD,PHX,13.446,6.819,228.819,0.024
4,F9,ORD,SFO,30.299,28.184,282,0.011
4,F9,ORD,SLC,11.267,2.744,206.535,0.023
4,F9,ORD,TPA,5.667,2.712,159.091,0.029
4,F9,PDX,DEN,4.919,3.444,146.355,0.004
4,F9,PHL,ATL,17.239,0.793,123.772,0
4,F9,PHL,CLT,5.216,-5.614,105.42,0
4,F9,PHL,IAH,20.054,11.065,221.663,0
4,F9,PHL,MCO,11.905,3.066,149.756,0
4,F9,PHL,MIA,1.67,-3.511,169.477,0
4,F9,PHL,MSP,22,22.408,170.286,0
4,F9,PHL,ORD,30.945,34.582,150.088,0.011
4,F9,PHL,TPA,14.815,3.283,155.38,0
4,F9,PHX,DEN,6.961,5.511,104.618,0.017
4,F9,PHX,IAH,8.938,12.458,153.021,0
4,F9,PHX,ORD,8.12,-2.759,196.843,0.024
4,F9,PHX,SFO,21.67,18.033,121.945,0.011
4,F9,SAN,DEN,1.869,-0.879,136.042,0.014
4,F9,SEA,DEN,5.424,8.39,156.312,0.014
4,F9,SFO,DEN,23.381,22.019,147.89,0.003
4,F9,SFO,IAH,6.348,12.13,229.696,0
4,F9,SFO,LAS,21.853,25.779,91.574,0.014
4,F9,SFO,ORD,19.854,22.034,251.157,0.011
4,F9,SFO,PHX,20.736,19.209,115.363,0.011
4,F9,SLC,DEN,5.687,6.351,83.183,0.008
4,F9,SLC,ORD,3.337,-1.688,183.45,0.024
4,F9,TPA,DEN,5.491,-2.17,231.786,0.009
4,F9,TPA,ORD,0.559,-1.676,174.647,0
4,F9,TPA,PHL,14.141,13.989,145.283,0
4,HA,HNL,JFK,6.317,1.098,569.78,0
4,HA,HNL,LAS,-1.063,-3.372,339.26,0
4,HA,HNL,LAX,1.569,-7.467,317.63,0
4,HA,HNL,PDX,0.793,-7.859,323.033,0
4,HA,HNL,PHX,0.637,0.473,359.835,0
4,HA,HNL,SAN,0.637,-2.154,322.209,0
4,HA,HNL,SEA,2.582,1.824,340.945,0
4,HA,HNL,SFO,2.63,4.924,308.978,0
4,HA,JFK,HNL,-0.951,-1.537,666.305,0
4,HA,LAS,HNL,8.054,4.226,378.955,0
4,HA,LAX,HNL,5.149,-4.389,348.244,0.004
4,HA,PDX,HNL,5.348,2.272,361.87,0
4,HA,PHX,HNL,4.554,3.565,405.641,0
4,HA,SAN,HNL,6.141,3.88,367.739,0
4,HA,SEA,HNL,5.457,1.37,369.174,0
4,HA,SFO,HNL,0.696,0.696,334.946,0
4,MQ,ATL,LGA,25.158,26.158,135,0.05
4,MQ,ATL,ORD,1.143,-14.143,114.714,0
4,MQ,BWI,JFK,0.886,1.034,70.602,0.033
4,MQ,BWI,ORD,6.743,-4.54,134.925,0.032
4,MQ,DCA,ORD,0.444,-10.778,124.889,0
4,MQ,DFW,IAH,21.44,18.08,70.44,0.074
4,MQ,DTW,LGA,19.643,15.286,105.8,0.028
4,MQ,DTW,ORD,5.26,-5.291,75.428,0.047
4,MQ,EWR,ORD,17.055,-0.208,146.274,0.041
4,MQ,IAH,DFW,9.24,2.72,75.32,0.074
4,MQ,JFK,BWI,5.616,5.128,71.14,0.055
4,MQ,LGA,ATL,13.895,7.737,156.842,0.05
4,MQ,LGA,DTW,15.732,14.423,115.465,0.027
4,MQ,MSP,ORD,11.75,-0.2,88.35,0.024
4,MQ,ORD,ATL,4.086,-13.657,111.914,0
4,MQ,ORD,BWI,8.026,0.12,111.314,0.017
4,MQ,ORD,DCA,4.889,-11.667,106.333,0
4,MQ,ORD,DTW,8.21,1.805,76.238,0.041
4,MQ,ORD,EWR,12.99,9.511,121.69,0.037
4,MQ,ORD,MSP,13.488,15.122,92.244,0.024
4,MQ,ORD,SLC,6.881,0.851,202.373,0.069
4,MQ,SLC,ORD,14.175,11.127,184.952,0.125
4,NK,ATL,BOS,15.25,7.315,142.391,0
4,NK,ATL,BWI,17.209,15.571,99.604,0.011
4,NK,ATL,DFW,26.934,24.791,139.132,0.011
4,NK,ATL,DTW,16.542,15.092,113.021,0.007
4,NK,ATL,FLL,16.804,15.702,106.555,0.004
4,NK,ATL,IAH,23.389,22.084,130.916,0.022
4,NK,ATL,LAS,36.152,38.815,266.359,0
4,NK,ATL,LAX,21.556,19.9,293.267,0.022
4,NK,ATL,MCO,14.102,17.045,83.625,0.011
4,NK,ATL,ORD,16.818,19.6,122.123,0.022
4,NK,ATL,PHL,36.297,35.989,112.659,0.011
4,NK,ATL,TPA,25.901,26.887,81.688,0.007
4,NK,BOS,ATL,12.922,10.811,173.878,0.011
4,NK,BOS,DFW,9.86,9.512,251.651,0
4,NK,BOS,DTW,4.821,-1.718,122.462,0.049
4,NK,BOS,FLL,13.407,7.341,201.549,0.011
4,NK,BOS,LAS,25.714,30.374,360.714,0
4,NK,BOS,ORD,1.048,-4.738,165.214,0
4,NK,BWI,ATL,20.989,22.033,114.429,0.011
4,NK,BWI,DFW,9.484,8.56,200.462,0
4,NK,BWI,FLL,11.805,8.043,149.116,0.012
4,NK,BWI,IAH,13.576,8.272,204.163,0
4,NK,BWI,LAS,11.848,15.848,317.141,0
4,NK,BWI,LAX,15.167,14.4,342.078,0.022
4,NK,BWI,MSP,7.095,6.167,153.071,0
4,NK,BWI,ORD,13.407,13.826,127.14,0.034
4,NK,DEN,DFW,4.913,5.413,109.826,0
4,NK,DEN,DTW,24.333,23.564,159.718,0.037
4,NK,DEN,FLL,5.209,3.527,216.319,0.011
4,NK,DEN,IAH,14.284,18.648,144.602,0.043
4,NK,DEN,LAS,7.5,8,110.31,0.022
4,NK,DEN,LAX,13.429,4.835,141.934,0.011
4,NK,DEN,MSP,11.6,19.767,119.167,0
4,NK,DEN,ORD,17.407,7.077,141.505,0.011
4,NK,DEN,PHX,24.974,29.641,111.372,0.025
4,NK,DEN,SAN,3.167,-1.711,142.456,0.011
4,NK,DFW,ATL,-0.198,-2.319,123.571,0
4,NK,DFW,BOS,2.81,4.571,218.762,0
4,NK,DFW,BWI,8.283,5.478,168.739,0
4,NK,DFW,DEN,8.092,5.851,120.057,0.044
4,NK,DFW,DTW,19.337,15.978,147.135,0.033
4,NK,DFW,FLL,6.635,8.152,161.508,0
4,NK,DFW,LAS,10.87,9.688,170.409,0
4,NK,DFW,LAX,5.88,10.105,201.346,0
4,NK,DFW,LGA,5.033,2.322,199.622,0.022
4,NK,DFW,MCO,11.891,16.08,152.848,0
4,NK,DFW,MSP,1.283,-3.38,137.12,0
4,NK,DFW,ORD,9.622,5.587,137.297,0.034
4,NK,DFW,PHL,14.644,10.278,182.433,0.022
4,NK,DFW,PHX,4.56,5.044,148.44,0.011
4,NK,DFW,SAN,-1.089,2.3,189.811,0.011
4,NK,DFW,TPA,8.462,9.451,139.758,0.011
4,NK,DTW,ATL,19.079,18.8,118.271,0.007
4,NK,DTW,BOS,-5.262,-10.952,109.31,0
4,NK,DTW,DEN,14.429,11,185.987,0.037
4,NK,DTW,DFW,11.758,12.758,175.011,0.011
4,NK,DTW,FLL,17.741,16.802,175.416,0.005
4,NK,DTW,IAH,7.543,5.989,185.293,0
4,NK,DTW,LAS,8.731,8.32,259.927,0.004
4,NK,DTW,LAX,13.109,11.815,296.826,0
4,NK,DTW,LGA,8.803,8.242,98.253,0.033
4,NK,DTW,MCO,2.688,3.313,155.014,0.005
4,NK,DTW,MSP,7.905,12.262,104.357,0
4,NK,DTW,TPA,9,6.988,153.193,0.017
4,NK,FLL,ATL,17.203,18.394,111.423,0
4,NK,FLL,BOS,2.196,1.554,183.62,0
