tbl,Year,quarter,citymarketid_1,citymarketid_2,city1,city2,nsmiles,airportid_1,airportid_2,airport_1,airport_2,passengers,fare,carrier_lg,large_ms,fare_lg,carrier_low,lf_ms,fare_low
Table1a,2015,4,30423,31703,"Austin, TX","New York City, NY (Metropolitan Area)",1559,10423,12391,AUS,ISP,12.93478261,276.0571429,WN,0.966386555,269.686087,WN,0.966386555,269.686087
Table1a,2015,4,30423,31703,"Austin, TX","New York City, NY (Metropolitan Area)",1559,10423,12478,AUS,JFK,785.326087,248.1562353,DL,0.413287197,237.6150033,DL,0.413287197,237.6150033
Table1a,2015,4,30423,31703,"Austin, TX","New York City, NY (Metropolitan Area)",1559,10423,12953,AUS,LGA,318.9130435,230.7847648,WN,0.253919564,207.733557,VX,0.163940014,201.6401247
Table1a,2015,4,30423,31703,"Austin, TX","New York City, NY (Metropolitan Area)",1559,10423,15070,AUS,SWF,2.934782609,338.0740741,DL,0.555555556,339.2,B6,0.148148148,282.75
Table1a,2015,4,30423,32457,"Austin, TX","San Francisco, CA (Metropolitan Area)",1504,10423,13796,AUS,OAK,251.5217391,219.0975367,WN,0.876404494,219.55143,DL,0.054883319,172.5322835
Table1a,2015,4,30423,32457,"Austin, TX","San Francisco, CA (Metropolitan Area)",1504,10423,14771,AUS,SFO,1108.586957,261.8555054,UA,0.466614374,276.9043076,AA,0.108442004,227.4009946
Table1a,2015,4,30423,32457,"Austin, TX","San Francisco, CA (Metropolitan Area)",1504,10423,14831,AUS,SJC,501.3043478,252.1091934,WN,0.789245447,249.6039835,WN,0.789245447,249.6039835
Table1a,2015,4,30423,32467,"Austin, TX","Miami, FL (Metropolitan Area)",1105,10423,11697,AUS,FLL,499.4565217,167.6044178,WN,0.559303591,166.0559533,B6,0.325571273,158.5530749
Table1a,2015,4,30423,32467,"Austin, TX","Miami, FL (Metropolitan Area)",1105,10423,13303,AUS,MIA,156.6304348,203.3995142,AA,0.72241499,205.2802113,UA,0.167244969,202.5377593
Table1a,2015,4,30423,32575,"Austin, TX","Los Angeles, CA (Metropolitan Area)",1242,10423,10800,AUS,BUR,47.7173913,246.1066059,WN,0.742596811,243.4874233,WN,0.742596811,243.4874233
Table1a,2015,4,30423,32575,"Austin, TX","Los Angeles, CA (Metropolitan Area)",1242,10423,12892,AUS,LAX,1293.695652,202.9771299,AA,0.43379264,211.5321325,WN,0.268526298,183.939393
Table1a,2015,4,30423,32575,"Austin, TX","Los Angeles, CA (Metropolitan Area)",1242,10423,12954,AUS,LGB,247.7173913,176.6725757,B6,0.939885915,175.6281513,B6,0.939885915,175.6281513
Table1a,2015,4,30423,32575,"Austin, TX","Los Angeles, CA (Metropolitan Area)",1242,10423,13891,AUS,ONT,88.69565217,229.5034314,WN,0.669117647,219.0869963,WN,0.669117647,219.0869963
Table1a,2015,4,30423,32575,"Austin, TX","Los Angeles, CA (Metropolitan Area)",1242,10423,14908,AUS,SNA,249.3478261,212.0845684,WN,0.704882302,200.9289425,WN,0.704882302,200.9289425
Table1a,2015,4,30423,33195,"Austin, TX","Tampa, FL (Metropolitan Area)",928,10423,15304,AUS,TPA,301.8478261,215.4841196,WN,0.71299964,210.7159091,WN,0.71299964,210.7159091
Table1a,2015,4,30436,30852,"Tucson, AZ","Washington, DC (Metropolitan Area)",1976,15376,10821,TUS,BWI,108.8043478,296.9806194,AA,0.432567433,304.7505774,WN,0.281718282,286.3631206
Table1a,2015,4,30436,30852,"Tucson, AZ","Washington, DC (Metropolitan Area)",1976,15376,11278,TUS,DCA,147.3913043,323.7971239,AA,0.686578171,329.5731472,UA,0.1320059,302.1268156
Table1a,2015,4,30436,30852,"Tucson, AZ","Washington, DC (Metropolitan Area)",1976,15376,12264,TUS,IAD,71.08695652,342.2737003,UA,0.48470948,355.7365931,WN,0.159021407,297.8182692
Table1a,2015,4,30466,30198,"Phoenix, AZ","Pittsburgh, PA",1814,14107,14122,PHX,PIT,429.8913043,261.4186094,AA,0.43817952,275.2249279,WN,0.428318584,252.8051948
Table1a,2015,4,30466,30559,"Phoenix, AZ","Seattle, WA",1107,14107,14747,PHX,SEA,2287.934783,190.6986983,AS,0.350372939,199.2916475,WN,0.276307663,180.3602648
Table1a,2015,4,30466,30852,"Phoenix, AZ","Washington, DC (Metropolitan Area)",1999,14107,10821,PHX,BWI,799.3478261,263.9482323,WN,0.557247756,265.4243777,WN,0.557247756,265.4243777
Table1a,2015,4,30466,30852,"Phoenix, AZ","Washington, DC (Metropolitan Area)",1999,14107,11278,PHX,DCA,655.9782609,300.6517316,AA,0.69942005,319.2539209,WN,0.191549296,235.5738754
Table1a,2015,4,30466,30852,"Phoenix, AZ","Washington, DC (Metropolitan Area)",1999,14107,12264,PHX,IAD,273.5869565,320.4406039,UA,0.624553039,343.339313,WN,0.181962654,247.0024017
Table1a,2015,4,30466,31123,"Phoenix, AZ","St. Louis, MO",1262,14107,15016,PHX,STL,740.1086957,230.66581,WN,0.629461007,229.9554363,WN,0.629461007,229.9554363
Table1a,2015,4,30466,31775,"Phoenix, AZ","Sioux Falls, SD",1081,10466,11775,AZA,FSD,142.3913043,144.5038168,G4,1,144.5038168,G4,1,144.5038168
Table1a,2015,4,30466,31775,"Phoenix, AZ","Sioux Falls, SD",1081,14107,11775,PHX,FSD,48.80434783,294.1164811,UA,0.501113586,280.6728889,UA,0.501113586,280.6728889
Table1a,2015,4,30466,31884,"Phoenix, AZ","Spokane, WA",1020,14107,11884,PHX,GEG,344.2391304,197.6053363,WN,0.521629302,192.9325666,DL,0.110514683,185.8511429
Table1a,2015,4,30466,32457,"Phoenix, AZ","San Francisco, CA (Metropolitan Area)",668,10466,13796,AZA,OAK,67.17391304,81.5,G4,1,81.5,G4,1,81.5
Table1a,2015,4,30466,32457,"Phoenix, AZ","San Francisco, CA (Metropolitan Area)",668,14107,13796,PHX,OAK,1123.26087,162.1313722,WN,0.808592994,162.4488511,AA,0.170214825,161.6708357
Table1a,2015,4,30466,32457,"Phoenix, AZ","San Francisco, CA (Metropolitan Area)",668,14107,14771,PHX,SFO,1833.152174,143.9382686,AA,0.369285503,138.5211625,AA,0.369285503,138.5211625
Table1a,2015,4,30466,32457,"Phoenix, AZ","San Francisco, CA (Metropolitan Area)",668,14107,14831,PHX,SJC,1079.891304,175.6420533,WN,0.675691998,172.9289587,WN,0.675691998,172.9289587
Table1a,2015,4,30466,33192,"Phoenix, AZ","Sacramento, CA",647,14107,14893,PHX,SMF,919.2391304,197.2829017,WN,0.668913326,202.1434506,AA,0.271845808,193.0973032
Table1a,2015,4,30466,33195,"Phoenix, AZ","Tampa, FL (Metropolitan Area)",1788,14107,15304,PHX,TPA,534.7826087,262.670122,WN,0.453861789,251.1362293,WN,0.453861789,251.1362293
Table1a,2015,4,30466,33214,"Phoenix, AZ","San Antonio, TX",843,14107,14683,PHX,SAT,481.9565217,205.2426928,WN,0.651105097,196.9034984,WN,0.651105097,196.9034984
Table1a,2015,4,30466,33570,"Phoenix, AZ","San Diego, CA",304,14107,14679,PHX,SAN,1255.76087,162.797386,WN,0.760581667,163.6773984,AA,0.225309443,161.0668844
Table1a,2015,4,30466,34057,"Phoenix, AZ","Portland, OR",1009,14107,14057,PHX,PDX,1438.586957,181.793759,WN,0.414809218,176.5673042,WN,0.414809218,176.5673042
Table1a,2015,4,30466,34492,"Phoenix, AZ","Raleigh/Durham, NC",1891,14107,14492,PHX,RDU,386.6304348,245.1294068,WN,0.527129604,240.0897067,WN,0.527129604,240.0897067
Table1a,2015,4,30466,34570,"Phoenix, AZ","Reno, NV",601,14107,14570,PHX,RNO,470.326087,157.0904322,WN,0.611278022,156.3961815,WN,0.611278022,156.3961815
Table1a,2015,4,30466,34614,"Phoenix, AZ","Salt Lake City, UT",507,14107,14869,PHX,SLC,1183.043478,185.5585722,WN,0.433572216,188.3865438,AA,0.235758912,177.4374903
Table1a,2015,4,30466,34653,"Phoenix, AZ","Tulsa, OK",935,14107,15370,PHX,TUL,212.7173913,234.9622381,WN,0.787940726,234.8223735,WN,0.787940726,234.8223735
Table1a,2015,4,30529,30466,"Hartford, CT","Phoenix, AZ",2213,10529,14107,BDL,PHX,210.9782609,311.9782071,AA,0.352910871,319.0618978,UA,0.125708398,283.0840164
Table1a,2015,4,30529,30852,"Hartford, CT","Washington, DC (Metropolitan Area)",326,10529,10821,BDL,BWI,433.1521739,161.4863739,WN,0.982685069,160.9207099,UA,0.010288582,156.0731707
Table1a,2015,4,30529,30852,"Hartford, CT","Washington, DC (Metropolitan Area)",326,10529,11278,BDL,DCA,616.7391304,148.4870638,AA,0.655974621,159.7585438,B6,0.337680649,126.1082985
Table1a,2015,4,30529,30852,"Hartford, CT","Washington, DC (Metropolitan Area)",326,10529,12264,BDL,IAD,94.34782609,202.9178571,UA,0.980414747,203.306698,UA,0.980414747,203.306698
Table1a,2015,4,30529,31453,"Hartford, CT","Houston, TX",1519,10529,12191,BDL,HOU,70.54347826,238.9160247,WN,0.839753467,225.933578,WN,0.839753467,225.933578
Table1a,2015,4,30529,31453,"Hartford, CT","Houston, TX",1519,10529,12266,BDL,IAH,133.4782609,295.8707655,UA,0.544788274,317.4227205,AA,0.234527687,250.0375
Table1a,2015,4,30529,32457,"Hartford, CT","San Francisco, CA (Metropolitan Area)",2625,10529,13796,BDL,OAK,41.52173913,336.0138743,WN,0.929319372,326.2115493,WN,0.929319372,326.2115493
Table1a,2015,4,30529,32457,"Hartford, CT","San Francisco, CA (Metropolitan Area)",2625,10529,14771,BDL,SFO,238.3695652,345.0887825,UA,0.413588691,325.6198456,UA,0.413588691,325.6198456
Table1a,2015,4,30529,32457,"Hartford, CT","San Francisco, CA (Metropolitan Area)",2625,10529,14831,BDL,SJC,42.5,349.2923274,WN,0.383631714,349.0126667,AA,0.276214834,334.3259259
Table1a,2015,4,30529,32467,"Hartford, CT","Miami, FL (Metropolitan Area)",1194,10529,11697,BDL,FLL,778.1521739,175.3732505,B6,0.559295991,178.8892108,WN,0.347255203,165.6224457
Table1a,2015,4,30529,32467,"Hartford, CT","Miami, FL (Metropolitan Area)",1194,10529,13303,BDL,MIA,199.2391304,200.2914348,AA,0.862520458,196.3628083,UA,0.027823241,184.7941176
Table1a,2015,4,30529,32575,"Hartford, CT","Los Angeles, CA (Metropolitan Area)",2527,10529,10800,BDL,BUR,10.43478261,377.6333333,WN,0.885416667,379.8682353,UA,0.041666667,252.925
Table1a,2015,4,30529,32575,"Hartford, CT","Los Angeles, CA (Metropolitan Area)",2527,10529,12892,BDL,LAX,356.8478261,307.1069449,AA,0.364605544,313.7152047,WN,0.146207737,275.495625
Table1a,2015,4,30529,32575,"Hartford, CT","Los Angeles, CA (Metropolitan Area)",2527,10529,12954,BDL,LGB,0.434782609,309.25,DL,0.5,271,DL,0.5,271
Table1a,2015,4,30529,32575,"Hartford, CT","Los Angeles, CA (Metropolitan Area)",2527,10529,13891,BDL,ONT,29.89130435,328.6967273,WN,0.545454545,317.7873333,WN,0.545454545,317.7873333
Table1a,2015,4,30529,32575,"Hartford, CT","Los Angeles, CA (Metropolitan Area)",2527,10529,14908,BDL,SNA,73.36956522,348.2002963,AA,0.297777778,342.7855721,UA,0.274074074,324.9140541
Table1a,2015,4,30529,33195,"Hartford, CT","Tampa, FL (Metropolitan Area)",1111,10529,15304,BDL,TPA,785.5434783,172.3619206,WN,0.528573405,173.0600262,B6,0.320326553,166.1663067
Table1a,2015,4,30559,30852,"Seattle, WA","Washington, DC (Metropolitan Area)",2335,14747,10821,SEA,BWI,656.3043478,233.497847,WN,0.378105333,222.690714,WN,0.378105333,222.690714
Table1a,2015,4,30559,30852,"Seattle, WA","Washington, DC (Metropolitan Area)",2335,14747,11278,SEA,DCA,625.5434783,296.7093658,AS,0.58835795,323.1689604,AA,0.100608167,252.9792746
Table1a,2015,4,30559,30852,"Seattle, WA","Washington, DC (Metropolitan Area)",2335,14747,12264,SEA,IAD,514.3478261,329.1617287,UA,0.54649197,387.5541377,AS,0.279797126,269.8851208
Table1a,2015,4,30559,33195,"Seattle, WA","Tampa, FL (Metropolitan Area)",2520,14747,15304,SEA,TPA,421.7391304,265.5470103,AS,0.421391753,282.5596942,UA,0.21056701,228.1756426
Table1a,2015,4,30599,30194,"Birmingham, AL","Dallas/Fort Worth, TX",597,10599,11259,BHM,DAL,223.5869565,212.1546427,WN,0.934856587,212.775819,DL,0.064171123,202.6075758
Table1a,2015,4,30599,30194,"Birmingham, AL","Dallas/Fort Worth, TX",597,10599,11298,BHM,DFW,196.6304348,245.5737424,AA,0.830845771,255.0284764,UA,0.066334992,182.8933333
Table1a,2015,4,30599,30852,"Birmingham, AL","Washington, DC (Metropolitan Area)",682,10599,10821,BHM,BWI,246.5217391,191.3815697,WN,0.786155203,189.804599,DL,0.149911817,187.2970588
Table1a,2015,4,30599,30852,"Birmingham, AL","Washington, DC (Metropolitan Area)",682,10599,11278,BHM,DCA,244.673913,221.8058641,AA,0.667258996,238.0625166,DL,0.243447357,199.1427007
Table1a,2015,4,30599,30852,"Birmingham, AL","Washington, DC (Metropolitan Area)",682,10599,12264,BHM,IAD,45.54347826,201.8620525,DL,0.515513126,196.1638889,UA,0.128878282,173.037037
Table1a,2015,4,30599,30977,"Birmingham, AL","Chicago, IL",584,10599,13232,BHM,MDW,204.3478261,189.3918617,WN,0.92606383,186.190695,WN,0.92606383,186.190695
Table1a,2015,4,30599,30977,"Birmingham, AL","Chicago, IL",584,10599,13930,BHM,ORD,181.0869565,227.6530612,UA,0.798919568,227.5295267,DL,0.117647059,216.7214286
Table1a,2015,4,30599,31453,"Birmingham, AL","Houston, TX",570,10599,12191,BHM,HOU,157.826087,229.0825069,WN,0.878099174,229.4927843,DL,0.092975207,218.037037
Table1a,2015,4,30599,31453,"Birmingham, AL","Houston, TX",570,10599,12266,BHM,IAH,159.8913043,249.1773623,UA,0.84364378,253.8117647,DL,0.080897349,216.5773109
Table1a,2015,4,30599,31703,"Birmingham, AL","New York City, NY (Metropolitan Area)",902,10599,11618,BHM,EWR,77.06521739,293.3569817,DL,0.490832158,295.8902299,DL,0.490832158,295.8902299
Table1a,2015,4,30599,31703,"Birmingham, AL","New York City, NY (Metropolitan Area)",902,10599,12197,BHM,HPN,12.60869565,268.0956897,AA,0.448275862,260.9442308,AA,0.448275862,260.9442308
Table1a,2015,4,30599,31703,"Birmingham, AL","New York City, NY (Metropolitan Area)",902,10599,12391,BHM,ISP,14.7826087,213.7272059,WN,0.926470588,213.7380952,AA,0.066176471,196.0222222
Table1a,2015,4,30599,31703,"Birmingham, AL","New York City, NY (Metropolitan Area)",902,10599,12478,BHM,JFK,39.89130435,243.8583106,AA,0.542234332,208.8864322,AA,0.542234332,208.8864322
Table1a,2015,4,30599,31703,"Birmingham, AL","New York City, NY (Metropolitan Area)",902,10599,12953,BHM,LGA,281.0869565,280.9351508,DL,0.537509667,344.6533094,AA,0.357308585,207.4277056
Table1a,2015,4,30599,31703,"Birmingham, AL","New York City, NY (Metropolitan Area)",902,10599,15070,BHM,SWF,1.52173913,321.6428571,AA,0.642857143,303.1333333,AA,0.642857143,303.1333333
Table1a,2015,4,30599,32467,"Birmingham, AL","Miami, FL (Metropolitan Area)",661,10599,11697,BHM,FLL,100.7608696,214.6969795,DL,0.499460626,231.512743,WN,0.333333333,190.4245955
Table1a,2015,4,30599,32467,"Birmingham, AL","Miami, FL (Metropolitan Area)",661,10599,13303,BHM,MIA,77.17391304,250.6776056,DL,0.529577465,229.531383,DL,0.529577465,229.531383
Table1a,2015,4,30599,32575,"Birmingham, AL","Los Angeles, CA (Metropolitan Area)",1815,10599,10800,BHM,BUR,15.10869565,276.1510791,WN,0.978417266,272.6838235,WN,0.978417266,272.6838235
Table1a,2015,4,30599,32575,"Birmingham, AL","Los Angeles, CA (Metropolitan Area)",1815,10599,12892,BHM,LAX,126.8478261,306.8674379,WN,0.293916024,261.2702624,WN,0.293916024,261.2702624
Table1a,2015,4,30599,32575,"Birmingham, AL","Los Angeles, CA (Metropolitan Area)",1815,10599,12954,BHM,LGB,0.434782609,476,AA,0.75,365.3333333,AA,0.75,365.3333333
Table1a,2015,4,30599,32575,"Birmingham, AL","Los Angeles, CA (Metropolitan Area)",1815,10599,13891,BHM,ONT,22.39130435,346.9980583,WN,0.422330097,344.5758621,UA,0.160194175,332.9606061
Table1a,2015,4,30599,32575,"Birmingham, AL","Los Angeles, CA (Metropolitan Area)",1815,10599,14908,BHM,SNA,50.2173913,312.8616883,WN,0.463203463,286.1406542,WN,0.463203463,286.1406542
Table1a,2015,4,30599,33195,"Birmingham, AL","Tampa, FL (Metropolitan Area)",459,10599,15304,BHM,TPA,301.7391304,168.4163545,WN,0.811959654,161.0118012,WN,0.811959654,161.0118012
Table1a,2015,4,30615,30466,"El Paso, TX","Phoenix, AZ",347,11540,14107,ELP,PHX,281.1956522,168.5099343,WN,0.730962505,163.1873612,WN,0.730962505,163.1873612
Table1a,2015,4,30615,30852,"El Paso, TX","Washington, DC (Metropolitan Area)",1741,11540,10821,ELP,BWI,98.69565217,295.0792952,AA,0.462555066,287.1119048,AA,0.462555066,287.1119048
Table1a,2015,4,30615,30852,"El Paso, TX","Washington, DC (Metropolitan Area)",1741,11540,11278,ELP,DCA,118.6956522,298.5091575,AA,0.435897436,329.9006303,WN,0.326923077,247.5019608
Table1a,2015,4,30615,30852,"El Paso, TX","Washington, DC (Metropolitan Area)",1741,11540,12264,ELP,IAD,44.02173913,336.7851852,UA,0.474074074,342.4109375,AA,0.375308642,325.2223684
Table1a,2015,4,30615,31453,"El Paso, TX","Houston, TX",677,11540,12191,ELP,HOU,309.7826087,202.8411228,WN,0.974736842,203.1256659,AA,0.023157895,194.2818182
Table1a,2015,4,30615,31453,"El Paso, TX","Houston, TX",677,11540,12266,ELP,IAH,112.0652174,242.8267701,UA,0.771096023,254.7096855,AA,0.216294859,201.606278
Table1a,2015,4,30615,31703,"El Paso, TX","New York City, NY (Metropolitan Area)",1944,11540,11618,ELP,EWR,77.7173913,298.3485315,UA,0.362237762,320.5957529,WN,0.206993007,237.8486486
Table1a,2015,4,30615,31703,"El Paso, TX","New York City, NY (Metropolitan Area)",1944,11540,12197,ELP,HPN,1.413043478,364.2307692,DL,0.538461538,325,DL,0.538461538,325
Table1a,2015,4,30615,31703,"El Paso, TX","New York City, NY (Metropolitan Area)",1944,11540,12391,ELP,ISP,0.869565217,420.625,WN,0.75,458,AA,0.25,308.5
Table1a,2015,4,30615,31703,"El Paso, TX","New York City, NY (Metropolitan Area)",1944,11540,12478,ELP,JFK,20.32608696,328.7796791,AA,0.636363636,320.9571429,AA,0.636363636,320.9571429
Table1a,2015,4,30615,31703,"El Paso, TX","New York City, NY (Metropolitan Area)",1944,11540,12953,ELP,LGA,84.23913043,304.868,AA,0.427096774,339.0607251,UA,0.12516129,267.2670103
Table1a,2015,4,30615,31703,"El Paso, TX","New York City, NY (Metropolitan Area)",1944,11540,15070,ELP,SWF,0.434782609,307.25,AA,1,307.25,AA,1,307.25
Table1a,2015,4,30615,32457,"El Paso, TX","San Francisco, CA (Metropolitan Area)",993,11540,13796,ELP,OAK,55.10869565,259.1741617,WN,0.850098619,252.2517401,WN,0.850098619,252.2517401
Table1a,2015,4,30615,32457,"El Paso, TX","San Francisco, CA (Metropolitan Area)",993,11540,14771,ELP,SFO,76.73913043,242.1788952,WN,0.626062323,222.420362,WN,0.626062323,222.420362
Table1a,2015,4,30615,32457,"El Paso, TX","San Francisco, CA (Metropolitan Area)",993,11540,14831,ELP,SJC,55.54347826,270.2577299,WN,0.726027397,265.1088949,WN,0.726027397,265.1088949
Table1a,2015,4,30615,32575,"El Paso, TX","Los Angeles, CA (Metropolitan Area)",715,11540,10800,ELP,BUR,22.2826087,234.9331707,WN,0.829268293,233.4688235,WN,0.829268293,233.4688235
Table1a,2015,4,30615,32575,"El Paso, TX","Los Angeles, CA (Metropolitan Area)",715,11540,12892,ELP,LAX,382.826087,178.8590857,WN,0.728563316,168.9893219,WN,0.728563316,168.9893219
Table1a,2015,4,30615,32575,"El Paso, TX","Los Angeles, CA (Metropolitan Area)",715,11540,12954,ELP,LGB,14.34782609,198.6780303,AA,0.96969697,197.4703125,AA,0.96969697,197.4703125
Table1a,2015,4,30615,32575,"El Paso, TX","Los Angeles, CA (Metropolitan Area)",715,11540,13891,ELP,ONT,47.7173913,242.0895216,WN,0.617312073,221.2804428,WN,0.617312073,221.2804428
Table1a,2015,4,30615,32575,"El Paso, TX","Los Angeles, CA (Metropolitan Area)",715,11540,14908,ELP,SNA,38.69565217,234.4907303,WN,0.66011236,218.6757447,WN,0.66011236,218.6757447
Table1a,2015,4,30647,30194,"Cleveland, OH (Metropolitan Area)","Dallas/Fort Worth, TX",1023,10874,11259,CAK,DAL,7.717391304,239.0774648,WN,0.591549296,246.7857143,DL,0.394366197,230.3678571
Table1a,2015,4,30647,30194,"Cleveland, OH (Metropolitan Area)","Dallas/Fort Worth, TX",1023,10874,11298,CAK,DFW,32.60869565,249.3966667,AA,0.463333333,269.2079137,DL,0.403333333,227.5561983
Table1a,2015,4,30647,30194,"Cleveland, OH (Metropolitan Area)","Dallas/Fort Worth, TX",1023,11042,11259,CLE,DAL,54.45652174,173.8820359,WN,0.884231537,171.7930023,WN,0.884231537,171.7930023
Table1a,2015,4,30647,30194,"Cleveland, OH (Metropolitan Area)","Dallas/Fort Worth, TX",1023,11042,11298,CLE,DFW,516.6304348,182.3319377,AA,0.669682306,201.7328621,NK,0.169156322,87.95957711
Table1a,2015,4,30647,30325,"Cleveland, OH (Metropolitan Area)","Denver, CO",1224,10874,11292,CAK,DEN,60.97826087,206.6229947,WN,0.563279857,171.4797468,WN,0.563279857,171.4797468
Table1a,2015,4,30647,30325,"Cleveland, OH (Metropolitan Area)","Denver, CO",1224,11042,11292,CLE,DEN,627.6086957,184.8845861,F9,0.429857984,118.2912973,F9,0.429857984,118.2912973
Table1a,2015,4,30647,30466,"Cleveland, OH (Metropolitan Area)","Phoenix, AZ",1754,10874,14107,CAK,PHX,38.04347826,276.1188571,AA,0.368571429,308.0666667,WN,0.328571429,251.7608696
Table1a,2015,4,30647,30466,"Cleveland, OH (Metropolitan Area)","Phoenix, AZ",1754,11042,14107,CLE,PHX,510.7608696,217.256778,WN,0.476484358,203.61523,WN,0.476484358,203.61523
Table1a,2015,4,30647,30559,"Cleveland, OH (Metropolitan Area)","Seattle, WA",2055,10874,14747,CAK,SEA,22.7173913,301.945933,DL,0.349282297,336.5972603,WN,0.167464115,249.6314286
Table1a,2015,4,30647,30559,"Cleveland, OH (Metropolitan Area)","Seattle, WA",2055,11042,14747,CLE,SEA,191.0869565,302.9586462,UA,0.483503982,301.16,WN,0.136518771,269.81
Table1a,2015,4,30647,30693,"Cleveland, OH (Metropolitan Area)","Nashville, TN",448,10874,10693,CAK,BNA,19.02173913,229.9525714,DL,0.525714286,218.3076087,DL,0.525714286,218.3076087
Table1a,2015,4,30647,30693,"Cleveland, OH (Metropolitan Area)","Nashville, TN",448,11042,10693,CLE,BNA,342.173913,166.9820839,WN,0.84498094,161.6453759,WN,0.84498094,161.6453759
Table1a,2015,4,30647,30852,"Cleveland, OH (Metropolitan Area)","Washington, DC (Metropolitan Area)",314,10874,10821,CAK,BWI,1.630434783,281.82,DL,0.6,329.4888889,AA,0.266666667,255.375
Table1a,2015,4,30647,30852,"Cleveland, OH (Metropolitan Area)","Washington, DC (Metropolitan Area)",314,10874,11278,CAK,DCA,75.10869565,132.0905933,AA,0.584659913,149.5925743,WN,0.322720695,103.955157
Table1a,2015,4,30647,30852,"Cleveland, OH (Metropolitan Area)","Washington, DC (Metropolitan Area)",314,10874,12264,CAK,IAD,1.086956522,111.37,DL,0.7,114.4428571,UA,0.1,106
Table1a,2015,4,30647,30852,"Cleveland, OH (Metropolitan Area)","Washington, DC (Metropolitan Area)",314,11042,10821,CLE,BWI,378.9130435,144.1648021,WN,0.963281698,143.3026504,WN,0.963281698,143.3026504
Table1a,2015,4,30647,30852,"Cleveland, OH (Metropolitan Area)","Washington, DC (Metropolitan Area)",314,11042,11278,CLE,DCA,193.5869565,288.9655811,UA,0.88826502,300.1640961,DL,0.023020775,174.2
Table1a,2015,4,30647,30852,"Cleveland, OH (Metropolitan Area)","Washington, DC (Metropolitan Area)",314,11042,12264,CLE,IAD,78.15217391,292.6411683,UA,0.987482615,293.7015493,UA,0.987482615,293.7015493
Table1a,2015,4,30647,31123,"Cleveland, OH (Metropolitan Area)","St. Louis, MO",498,10874,15016,CAK,STL,13.58695652,235.4192,DL,0.408,212.2215686,DL,0.408,212.2215686
Table1a,2015,4,30647,31123,"Cleveland, OH (Metropolitan Area)","St. Louis, MO",498,11042,15016,CLE,STL,218.2608696,212.5484064,UA,0.414840637,260.5792317,WN,0.355079681,170.5042076
Table1a,2015,4,30647,31453,"Cleveland, OH (Metropolitan Area)","Houston, TX",1106,10874,12191,CAK,HOU,30.32608696,223.4892473,WN,0.70609319,218.0502538,WN,0.70609319,218.0502538
Table1a,2015,4,30647,31453,"Cleveland, OH (Metropolitan Area)","Houston, TX",1106,10874,12266,CAK,IAH,37.60869565,269.8046243,AA,0.361271676,270.3656,DL,0.286127168,224.2131313
Table1a,2015,4,30647,31453,"Cleveland, OH (Metropolitan Area)","Houston, TX",1106,11042,12191,CLE,HOU,69.23913043,222.2626374,WN,0.781789639,223.0646586,DL,0.14599686,206.2354839
Table1a,2015,4,30647,31453,"Cleveland, OH (Metropolitan Area)","Houston, TX",1106,11042,12266,CLE,IAH,274.1304348,323.0376685,UA,0.761300555,352.7066667,AA,0.131641554,224.8768072
Table1a,2015,4,30647,31454,"Cleveland, OH (Metropolitan Area)","Orlando, FL",895,10874,13204,CAK,MCO,312.6086957,161.9964186,WN,0.839012517,159.1302528,WN,0.839012517,159.1302528
Table1a,2015,4,30647,31454,"Cleveland, OH (Metropolitan Area)","Orlando, FL",895,11042,13204,CLE,MCO,1017.065217,122.5690606,F9,0.595917495,96.86727044,NK,0.117131559,87.66313869
Table1a,2015,4,30647,31650,"Cleveland, OH (Metropolitan Area)","Minneapolis/St. Paul, MN",657,10874,13487,CAK,MSP,33.47826087,244.4178571,DL,0.483766234,237.333557,DL,0.483766234,237.333557
Table1a,2015,4,30647,31650,"Cleveland, OH (Metropolitan Area)","Minneapolis/St. Paul, MN",657,11042,13487,CLE,MSP,280.6521739,294.8019365,DL,0.656080558,315.5917946,AA,0.108830364,242.2498221
Table1a,2015,4,30647,31703,"Cleveland, OH (Metropolitan Area)","New York City, NY (Metropolitan Area)",459,10874,11618,CAK,EWR,59.34782609,206.2441392,UA,0.847985348,209.3784017,DL,0.06959707,185.7289474
Table1a,2015,4,30647,31703,"Cleveland, OH (Metropolitan Area)","New York City, NY (Metropolitan Area)",459,10874,12197,CAK,HPN,6.52173913,155.94,AA,0.933333333,150.8928571,AA,0.933333333,150.8928571
Table1a,2015,4,30647,31703,"Cleveland, OH (Metropolitan Area)","New York City, NY (Metropolitan Area)",459,10874,12391,CAK,ISP,1.086956522,236.4,AA,1,236.4,AA,1,236.4
Table1a,2015,4,30647,31703,"Cleveland, OH (Metropolitan Area)","New York City, NY (Metropolitan Area)",459,10874,12478,CAK,JFK,7.717391304,174.6014085,DL,0.563380282,153.4425,DL,0.563380282,153.4425
Table1a,2015,4,30647,31703,"Cleveland, OH (Metropolitan Area)","New York City, NY (Metropolitan Area)",459,10874,12953,CAK,LGA,184.2391304,139.6535103,WN,0.65899705,121.4941808,WN,0.65899705,121.4941808
Table1a,2015,4,30647,31703,"Cleveland, OH (Metropolitan Area)","New York City, NY (Metropolitan Area)",459,10874,15070,CAK,SWF,2.173913043,208.55,AA,0.6,209,DL,0.4,207.875
